payment_id,ride_id,driver_id,passenger_id,fare,surge_multiplier,payment_method,driver_earnings,uber_commission,transaction_status,payment_date,is_fare_missing
f73139d8-51c8-49e4-aaa4-ee620e25ea03,b1fbaf1f-920e-4c61-bcf2-79b54de12dff,55fcc4ca-55e8-4fd9-ba00-58e7d8d3bb09,f4a9840d-3789-4587-8f2b-1796f34c6dd0,196.0972612604201,1.1961252522044088,paypal,879.3198384249952,48.18522308543932,pending,2022-08-07,False
e7b67b96-280b-4699-b647-d3b4d9b4a7b3,0632a42f-aca6-457c-b322-3bd904d5a333,b354654d-4c9f-4c5e-a7b6-d12606795faf,5cfd3d47-7f15-446a-ac88-6e388168ccd6,150.24067458485388,2.111895491552892,credit card,666.0896662341345,12.24913486434872,completed,2023-11-09,False
e075fbb5-3752-4b07-81d9-be2283834f30,1629dee0-c51f-4ece-b650-8ed90463d82b,1f5bd528-0c57-481d-b9c7-ec030e08cf19,766b2910-e51d-45ca-b20b-cc3e4aea3044,37.27828183400917,2.9574093968963444,cash,786.4417894801009,24.234503374855592,completed,2022-08-30,False
4fe2652c-6299-4198-af0c-3090d0795a3d,45fe7a3f-6c72-44e7-87a2-d4e5ac37c750,c1dcd8e5-c89b-4b25-8c36-5b20137f3eac,bd92845f-2bca-4776-9dde-355d779a8cd4,47.29375994253199,1.2632114269318342,paypal,495.87775918692654,14.09339869973826,completed,2023-04-26,False
3524205b-ced1-4203-b84a-49ece646f2a9,26316136-96d7-4386-a7b9-3403a68bbf48,4b68c6e9-6785-4255-b69a-390cfae595ba,069c9bd7-4b98-44fd-b1c7-59dfdacd9938,21.700788209622143,1.0759271792190404,credit card,828.130000735252,28.008035054143647,failed,2024-01-24,False
056500c0-3af9-49ed-beaf-208e6bc494be,2a89649f-fbae-4e69-9bf8-ee3d95ca5a3e,bf4e2522-ae52-49d0-b9ba-4e1100f7bc0c,4cb9ef97-0976-4438-b22d-a53fd316fa2c,193.70480296757617,2.977956407143446,credit card,575.0821899264226,19.130484262627064,completed,2024-07-28,False
73ca5003-886f-4aba-8374-4923c7371cb6,0ceee45a-a1e4-45a1-b1aa-51a572dd3909,ab479722-cf80-4278-9e0a-cfb2db9e9534,ed30c81c-d0b6-4fc6-8894-c4547075ac60,119.1999771008136,1.8659436019141,paypal,344.6446164286208,39.68387852425738,pending,2022-10-26,False
5053624f-ccd1-4172-9a24-978d773ea54a,18d1d78a-5d90-4af6-904f-c251279d4819,04986ed4-a865-4505-bb24-79185aaff9d3,c3b544fa-781c-4c88-9791-4e831873ce8b,91.74017572288822,2.445358016771124,cash,569.2880514858564,4.444330560870455,pending,2020-04-25,False
cbe99e0b-b6ed-4aff-97e4-4b77e8d5583d,864e1e83-06ee-40d4-a07e-ce5cb58b1d49,a1c7b203-bd70-416e-bee7-d57f3b727d4d,18af73a1-531f-4141-abae-6d005f8f2433,76.58441977043098,2.880675091433156,cash,942.0663643916783,2.522944711398612,failed,2023-09-02,False
fa00b030-b20d-4961-ba2e-0a8ae4293690,2b1a2a69-b189-4f9b-ad34-2a33911277fb,8b1bd73b-7ae9-4645-9426-b4957ee4bffc,bb510de7-17e0-4233-8de7-cb36ded0f8b6,144.20618806224132,2.6042769032148168,cash,811.0461774456269,32.23455610812403,failed,2024-01-25,False
0b905ecf-2d77-4b5e-a713-aaa1e76910d9,59431cca-10f8-4626-902b-ac1278be3190,d773480b-6fd5-4d51-b1e3-c8de95e08937,642adfdb-f157-4cc8-8dd8-ac435d820a50,156.8387576419892,2.184888506569917,credit card,523.0522167620825,29.772455212648083,pending,2024-04-29,False
5bb1a13b-f457-456b-8f2d-d6f78800e7d0,ead819de-2db2-4841-94e8-92e02285cda6,c832b1d0-5f69-4c24-8c5b-af4d0b83498e,f7cfc9a8-82bb-455d-ba86-53b4eba6e651,47.189921162905485,2.608255794836901,cash,856.7011930230198,16.31895677428236,completed,2022-03-29,False
15f0b146-ad74-4471-aad3-4ff413ef2974,41b5c151-9064-403b-ba29-a510c51ae6b8,6bcf7645-18bf-448f-9ea2-eff8fe2dfe03,78562d25-2788-4032-998c-df7471c94778,43.97831043580536,1.8905508290787805,cash,908.4211066572476,4.585461545683815,completed,2022-03-04,False
133914a6-330c-4e21-addd-5f9f4c626af7,af5caef6-3645-409c-bf8d-e22b9bd014dc,a9590753-bf0c-40fd-8932-61cf90aaffb9,898a7c1b-bfb4-4f35-be5b-45e08d663abc,63.02944373563543,2.9517657063810585,cash,518.7724173303901,37.29646406276238,pending,2023-10-14,False
04b12864-b347-4b0a-9796-e8da643729bf,92f6a667-d1b5-47f7-805f-a20391edde10,4eb2cad5-bf36-474b-9287-5d393cf27c4b,01432227-fdae-4f17-a625-54450d4e0802,34.657084876784126,1.026448873518115,credit card,542.9065183940306,12.15699274418609,pending,2024-06-14,False
f93a950d-9b06-4702-808e-f8bb7cda7847,f555f2c0-0e53-4cd9-b4aa-d7fe9bc365d6,f02cbfa7-5195-4016-b3db-99197d132ca6,a805880e-370a-4736-85d8-0e25acc11fea,137.58127354062572,2.8436680197448103,credit card,794.5084898540659,2.8366743320221985,failed,2021-10-18,False
16031268-3c1f-445b-8d78-37ceda544fe7,38736563-19c9-4afa-bf20-a7699e63e119,8fd79c0f-acce-43b9-a2e1-b86e5b916954,b6eef1a8-cb80-4d1a-a928-bc7872a85619,72.53564750428279,2.0159844727256324,paypal,948.743143274109,38.4016791892195,pending,2024-08-21,False
f74c89e4-963c-40a2-9969-d51ef36bc828,b8414820-8407-440d-8e0b-f782d71e6e14,c88bbc5b-dc50-4c0b-bc5c-193ce9be0301,e016d78c-4f69-4a33-b127-d7acb8f299bb,75.54942936792935,2.0005719825550665,credit card,402.72034629214346,19.698839272441745,pending,2020-09-20,False
d320cd6e-cc0d-4925-ab33-a8c8a7a54617,624e0b27-60b8-4044-8021-6881b7c5df51,b7954847-3097-4caa-94da-f78a4785474f,7d9e542b-e379-4ca4-846c-d51d6e343a99,142.2574156356178,1.186724564891117,paypal,715.5487660299045,18.62255523822362,pending,2024-09-12,False
d5cedd30-87d8-440b-a1a1-30036605b07c,b4b0b37b-5d5c-456b-ac70-76b421b00b92,efb488e8-d83f-4f75-a6f5-2aee1399d2f4,c66b367f-4350-4bf8-921b-2f13461c1950,104.0709996807488,2.6559964390705773,paypal,449.4524007317096,33.72080748639808,pending,2023-10-09,False
8f9c5754-93d2-4e95-9d37-cd0bd1739a02,2286250f-7063-46ab-ab40-3cd3a0a72f28,a3cbdfe0-1669-4a4e-8018-6cb4ba958574,c8fe8d99-21a8-454d-9994-725b9952bf15,198.21746514105277,2.5961826987687697,cash,823.9740094288444,29.099309325167287,pending,2022-03-14,False
7f83a75a-0c0c-4a45-9904-506e5da09d22,100cfb5f-5c5a-4e72-9c1b-b690d8af0356,e0193e69-fd53-46e9-a6cb-b076dfa38418,98c5df67-a097-4e7a-bb24-91fad643b4eb,89.35757880900198,1.3037274930735194,cash,790.9266225889517,44.5875854396145,failed,2020-08-10,False
c9e9aa42-ede8-4644-be8b-839c61e2fed9,2c305e75-d958-4479-a17c-e7c21ec0d4d9,bb31a904-de65-459c-b7c9-29275bcb8bd6,2a0066f4-174c-4c4f-a947-26d1f0deccd0,195.9244774507769,2.8076519869842373,cash,935.4583640290078,34.865764808426775,pending,2023-10-20,False
68875781-7d94-40e0-8d63-bdc67a354948,d9d0aba2-2cc2-452a-8633-0aeb47e101b4,ef2fbb07-867e-4847-a13d-8d24f020856c,97c0bac5-da9f-4e9b-92c7-f305abcb6387,142.83819829646134,1.0120315690287855,cash,387.31402904116,2.5946065232339155,completed,2020-01-05,False
061f5450-dc3a-4561-8552-a10052016620,0ece6ce9-1beb-4557-827e-187b002d682e,0f4377a4-d5e2-48f6-b978-453de4605b0f,22d8e784-803b-4517-a93f-d3f858fdc84b,33.738463835096184,2.17673874010658,credit card,304.3096444566467,44.77603997907312,pending,2022-12-25,False
6e86db93-5c66-4ccf-b3ef-69cfc5874b0f,d2fb6e44-d5f6-4cb1-90de-9391ab15fd87,51163faf-e3f8-4d40-9743-23e6502fbba8,2314e531-a369-422e-a2e3-2ac539e07f3a,16.339467261214324,2.965852691470767,paypal,403.9369677961764,38.58267820144938,completed,2021-10-30,False
66ab9dfd-9eea-4450-8ee6-b9646a8e9d22,5dc123b8-0d93-4cf2-ac86-6ed7b44cad06,6344d389-1da6-412a-b72f-22e6fa56a9a0,bb5186a5-33dd-4605-bae4-d4efb066413a,188.554447409194,2.337753042125064,paypal,842.2254755222715,31.08110566946914,completed,2021-07-12,False
f6771426-2fad-44ab-b82d-a061fdeb28bc,39ea4aad-4146-4fbc-9b5a-a83b307624e6,cf459bde-f3e5-4c0e-8767-e808aa6c3e28,3ecde527-f4e4-4147-be22-60145e15e11e,149.3885419369523,2.3074819203875507,paypal,890.3495087189533,15.73344495853385,failed,2021-05-03,False
95d6b986-03d8-4260-9de6-591269799a70,a8b53213-6515-4a0f-9934-744f5946eb3f,e4ecc81b-904b-443a-8758-9fc5dbda9d99,a22a5f54-0f75-4b1b-a195-0c2a68f7a38a,45.059010730041415,1.6108454249507362,credit card,539.9119790822889,31.44301655995187,failed,2021-01-26,False
f7825a3d-3bed-4702-a4fc-8556feda38e5,fb7b7044-9db1-4ad7-aeca-0a04550cd745,86890b28-be6b-49a7-a855-02e9867ca757,ca65130a-3045-4f7e-8a26-2a9f42039e2e,141.30334803850468,2.09712030992009,credit card,374.78884004346895,38.92642356781241,failed,2022-04-16,False
26e98d19-ce61-4f32-9824-6950a28ad4f4,a45e5a03-c01b-407a-a754-bc4ce74669fe,23ec50af-f036-428d-bba5-c75917a8baa6,b46893dd-ba8a-4eba-b02e-21ca66a8540a,97.4508951286634,2.1081018774118245,cash,460.6279867262209,47.228443375499225,pending,2024-07-12,False
e29221ad-da90-4cb5-ac8f-2ec51b3f06c3,22619e66-67cc-4484-b2c0-10d8c7af9e45,eff21a8b-12ff-44a5-8325-2a5f4fecd782,71fa56a2-cd5c-4d62-a663-b41a6a2fca2e,86.02933693735362,1.5977391344906686,credit card,393.8479220386433,35.7037160136139,pending,2024-05-13,False
b327757d-ecb7-4202-b4dc-4d28e189451b,f3d6c8fc-0776-4682-9036-53753cea8721,b0b64031-968c-474f-8f80-aeb7e963bba3,75d411d9-45cf-4804-a454-680ec4070231,93.96486100038848,2.8457148501584317,cash,404.1153174339914,46.758227951285015,completed,2023-06-21,False
9112e0e5-e35b-4169-9257-decd6a338e89,bc82261f-4fc7-4cb5-8ac9-08926182cee7,1526c8d2-7f25-47ac-bc03-119ea5d14ec2,e16c4b54-287d-4a7c-a600-2bbcfb8ae0c4,199.976427714736,1.0968912336237564,credit card,10.734975295721089,31.50889201067546,completed,2022-11-04,False
2a7b439a-f81e-4535-8fc6-f823a7bde2a8,c3a4fa11-134a-435c-94b5-001bcbdfac88,52115218-ccbd-4995-9e67-514d90bc09b6,dc4e33b6-ccf7-4d67-988f-35748b8b4215,89.76638859865686,1.6984412075416366,credit card,672.1397346597238,11.76636605764297,pending,2022-07-21,False
9d96bc09-d4e9-4b52-8adf-dfd2a7e5e6e2,e5212efd-662e-4be7-a4a5-0663fb05c3a3,1f91a1f5-2d45-463f-b602-d49fd09bf513,757ac426-2800-4efa-b644-c679cdabd228,41.01419480246633,2.833415683551927,credit card,503.05913298237294,41.655448558614296,pending,2023-06-21,False
3843e6a5-69e2-423a-92de-82b03cb52272,ef5da9c1-c4a3-4d98-a959-f93719b6a113,67894fcb-a731-450b-9102-6274570c14a7,c818f1bf-6948-41ec-b36d-4f9f857098d6,187.72655956464664,2.3341691221258176,paypal,719.9402739415693,10.646387354318284,pending,2024-03-12,False
71081a1f-3c1e-484f-976e-44b90edef1c2,4368fa36-8f69-4103-a650-b5e8b2ad2ef6,bbb29701-248f-40d2-8265-b1f7d0ab3b57,e7dede16-0fb1-4559-b484-425696354c70,41.03733632117875,2.565113110165357,cash,550.6905331827944,19.109209142843618,failed,2020-12-06,False
9da1f60f-7696-472f-9dfe-fb6cda6e1cb8,4cc18aae-0042-4951-8175-4874a70378ec,3399d8fa-ca3d-4d24-a1d0-b1ee339b6243,00f71918-c76e-4098-a450-86bada596453,,1.399692501290891,cash,576.5230820193292,40.90651544453725,failed,2024-03-31,True
5d2d83db-a03b-45b2-bc08-dac0117069f9,3c39b463-0dbc-4376-b5f4-10dc71d65e32,e9d3335b-b908-4eb7-9f5e-278219e7084a,fae4f57b-95b8-4e4e-925e-dfd312773c58,53.055678568146135,2.976401812636055,cash,820.2925738115956,26.416952929292755,completed,2021-10-28,False
445a33ed-0624-413a-bab5-f7698d2a23a8,a5c4aaf8-c9b7-4b10-8379-7aed1fc3c31d,80de7b7d-4116-4fe9-b5fb-22b0e27a14d4,67798c20-de02-4577-8a8b-9db884a67f04,35.93206381465964,1.0255860146061178,cash,39.13345399378135,47.76523862593493,pending,2023-01-16,False
fc7d50ad-833e-42c3-b63a-6fb1f4c23811,e26afb48-d9e0-443a-9be8-57268bcff33a,997e0d02-0045-4ec0-9da6-f578df82b73f,979d9370-f073-4cac-96e7-5cbe1c450568,,2.094510193509425,credit card,709.584318690761,5.248626759730611,pending,2024-01-28,True
cb1ff52b-8489-446e-8018-2eac4086fc5a,341faf2f-a5b7-4a3b-aa6d-72f3e1b7e190,1925dbae-de50-4671-af68-26d93f840b0c,5f9aff12-735b-4474-b2cc-91f8c7d59f31,37.73130645975337,1.0968500873419706,paypal,648.5067818459514,35.95640214191269,completed,2020-02-20,False
4c0b1a49-8c35-4382-aa1f-4485fa88fd03,5f0a8314-3b2e-499f-a917-29c1b2b47526,123354f7-4021-4c69-8b57-2e4c2ea54f10,5606a4cd-c5ae-4785-8f15-14e58dec471f,114.16260581035452,2.3116314206050195,cash,916.79347807805,36.71778913447998,completed,2020-11-04,False
32fbe633-4e71-4672-88ac-71fd61fbc6d8,f7ab646b-23c0-446c-973c-0e9a763890d2,5e942593-c43f-43be-a739-22ac28418615,050a8d8e-c154-4dad-b551-8fc188584160,63.208620240023,2.447990109882925,cash,31.891341613356992,24.91419645596478,pending,2021-05-03,False
b0ef75b4-a2a4-40fa-b6d0-73f168199d0f,9538d277-169c-41ef-9678-b49e249f76e7,b490b951-8714-45a1-9db2-78ee6b098c71,8b8386a5-728a-4a59-ba72-02966e202e75,32.40958531797202,2.572635693590182,paypal,393.747651461797,7.863350435982918,failed,2020-09-17,False
e2be4a26-1d78-4c6a-8e44-c779ae105407,1a3cd1e9-02fd-40b7-8d7c-16f38d22c07d,19fc56d9-7489-435a-a09c-02d09b1314eb,1188ad9c-3667-40ad-8ab6-685f22fc62aa,98.76172615107036,2.9827987344435085,paypal,778.1408679731055,6.436226099234718,failed,2020-05-14,False
a38cbd1d-47d3-4639-a629-4e8526336068,ce37f659-ded9-4107-8e3e-57054a215489,822caa8c-92b6-4052-820d-355ee9f0e90d,958017f2-2261-4262-89c7-565b1d34d2e4,139.5759810529376,1.1607166027511322,cash,309.89882914361203,8.021032322201895,completed,2021-05-01,False
4c94b877-9c47-435e-9718-9b0f0c2a55a9,19181224-ae21-44d5-a861-e6ac7e7a881c,d9a6139d-2475-4764-aba4-3286105ec3f7,3d677b12-cc90-407c-bbb5-e28644d9257d,74.07939524555871,2.069183770973167,paypal,538.5630780040855,23.42503808179151,pending,2023-09-17,False
cfcc6dc1-389a-4f7b-b7a0-b6348ec37998,01471452-5d40-4481-bfdf-f3ea1cf1a7d2,3fcc8cb4-fc3a-4c1a-92f3-1843f5ae0f02,d3f13862-e54f-40a3-8685-93e024507db3,141.89002642233655,1.029232560341404,cash,313.3413166541261,49.87051173296091,pending,2022-06-02,False
a8cca3e4-28e5-4d1c-9cea-2feef8e566f3,3013547f-9378-4877-886b-23303a100cbd,c02e7127-b24f-4ce7-8b43-b620d4a6ffdd,40e12f34-76f7-4d26-a86f-4982d731ee4d,75.34610889495792,2.464910641798026,cash,359.8217229407288,21.85824805876592,pending,2022-05-17,False
3dbf5976-5793-49ec-8b1b-8345c77fe772,03e80cfb-157a-4e03-88a3-ba2b31c2e468,425eb4a2-efc2-49b9-a115-e0dcd1b4ff42,24a68e92-0b8e-4940-99c4-1dae712555b8,,2.7743864122290347,cash,308.6130314474195,23.99121419301631,pending,2021-05-29,True
acaf2ca7-489c-4cf6-b1d5-2cc80c56b3c1,2744e759-10e5-453f-92e2-a69df712f081,af400a43-5bf8-42e6-8b29-ecd481323588,412fb16d-8e85-454b-817a-d27f88b6aa6c,110.11459603825324,1.122934285543501,cash,941.2480334827789,46.31163221358512,pending,2022-05-05,False
07df5c9c-904d-4035-84ca-cfd8c7b5a700,90ccbe11-5385-4109-b8c0-00134e50a86d,164ec53a-e042-453d-aa63-2f0c6b2b0138,16712c15-d67a-442c-b630-709d7c5754ca,163.62594568178812,1.7671287763337675,cash,975.7460645797617,39.61666914713516,completed,2020-07-01,False
edb386e1-c93b-4fc8-b8ca-f5dd3a2a59cc,67af104b-41a5-4518-944b-5cf6c0e3e1ea,670d4bee-8aa4-4b78-95e4-bd10de544dad,11cde51f-933d-44a5-8ca5-0de18f5c5116,198.7754623838178,2.1522950535823697,paypal,949.9809790803744,41.23009229326783,failed,2021-08-28,False
b594a2b8-ac47-4bed-9630-3bea64ac7311,ee3d9342-c6bc-4175-b0a5-b48b31e2209c,e0cbf757-5c6d-40ca-9834-e486eb50175b,dc954834-95b3-4921-92ab-7047757d6927,147.9628248545772,2.884624829140824,credit card,987.0198571797968,19.192326102390705,completed,2020-02-03,False
145ac974-e5a2-4428-9b0c-f73eda526b6f,68618737-0d97-41ca-8111-5dcd8ff066e4,1b07e2b1-60aa-44c9-86a2-b0054ccdae02,cb129ad6-24f9-48f5-b37f-bf6d70645ef2,54.60697107923812,1.338436886958834,credit card,511.9207708663007,4.935797187327031,pending,2022-06-04,False
129f3764-94b7-49d5-909f-be1a555b9985,7c81093c-6f25-4f0d-a2e7-b744e94366a7,dc413ffb-42b2-4c2e-8551-e2a18c1a4de6,4ac3c4c4-12a8-4c2b-9f67-de357b092ce0,57.87550755521318,2.6173557103323777,credit card,361.8629888812861,7.786170767380028,completed,2022-12-21,False
eed00c4f-b6f1-42d0-b269-3946dd9b5fdb,5a110071-97be-4ed3-9c0b-7eb4a26b67d7,aeeadfd6-ec2f-4774-9c4d-f93143a3542a,4d8d7adf-070e-4193-8776-e3eb555e993a,122.0224333817179,2.507664154546105,credit card,573.5515775602751,10.148559299589644,completed,2024-06-23,False
9f54f0de-a04b-4eed-9e08-371aabb18561,458adc60-1dd1-4b5c-b83d-370fda1ea1f1,fc42386d-f86b-4fc0-8e69-60efeb9ce158,b329990a-e854-4ca8-a025-5f3a7e5a60c2,166.20743745258466,1.865887636254078,cash,902.431462184445,10.187758945256515,pending,2021-06-13,False
af422054-ecec-49a2-aba1-42e4013a452a,dc804a29-3246-453a-8953-53e62c09e48b,064733b0-f864-4811-a6e0-0cbb962fbe3a,ee647234-bba0-415c-9c78-fcc65ffbb48e,168.92112749190423,2.736205943010632,cash,521.5384268717177,42.262311456111085,failed,2020-12-24,False
2500a6dc-ec3a-4c28-8c26-2e67db9c35c8,996f2e6d-b041-4bb3-8395-1704a91e043c,60d18815-e643-4bb1-8c24-90f9ed954c6a,217e7ee5-1349-4d0d-975b-0f41a04db929,140.00515400498452,1.7969605029338722,paypal,311.8609148324107,4.89895460705416,completed,2022-12-18,False
3a751624-d880-41b4-b7b6-c1ca08fd1aa0,ee8097c8-a4ec-4481-ada5-3363e9bab943,0ddc904e-eed3-4e1f-9bc4-959798296e1b,389d1b75-f104-4af1-92ee-74a68032aeaa,88.40248805732398,1.031524977907588,cash,482.4514217982209,25.463754966441687,failed,2020-11-06,False
6ddb759e-c0b8-49bf-8852-f31cb49d09ad,3caa1574-e7ac-4b21-9468-0b57720ef6ac,cef2119f-2a99-45f9-b8e0-79b44db2779e,e39f96a8-b73e-4c56-a622-d825c3c05ebe,72.12150090604,2.658776748135193,credit card,788.146165944311,31.989596053615763,pending,2022-01-06,False
4207d16f-833f-4aa1-8446-f27792558fc0,7fd2d08c-0091-4678-8da9-639a4713d892,9393b2ed-e5d9-4a2c-bb91-086fbdde3a72,d191e3d6-0b67-4e48-9cb9-ca43ce0c295d,143.6672098114919,1.8240902296340364,cash,426.1452934727143,19.411075022220388,failed,2020-07-28,False
3d169936-03e6-4caa-b730-9567cf9c667f,46a9d100-86af-47c6-89b8-ccd37a7685b4,6df79532-e778-4c41-9492-68cf8401b60b,10235416-fe47-4902-b824-e182fd883693,126.90804639091556,1.9737751910604355,cash,613.3121224576546,10.169139353032476,failed,2021-06-24,False
8b8f36aa-58fc-43c3-9507-c7b150f09383,9915ff95-dc25-49ec-9a86-c4bd66b9a37c,a8164a2f-ee4c-4a3f-8421-27e3b787fc52,5fe8084f-5fa2-4f97-87d0-e602ce1decfc,151.16816859368575,2.683186039199844,credit card,680.0769073891281,18.23850595497673,pending,2023-12-11,False
0ad838f8-6717-4314-aa85-b7e40cd2833a,e656c278-eaad-4b9d-b05d-30fdfd531a1c,d207a68e-c6b9-49a1-8a46-d23d5f711b3a,3eaaf444-cb55-4840-a697-dfb760dc3969,112.82625437988666,1.8933072985660115,credit card,572.2473318684779,15.491723307865282,completed,2020-09-06,False
c1319e98-4165-405c-941a-64c75c380a47,f9521ecc-b1d7-4475-8a95-fe1503a00f4f,72dc8450-3258-441b-a476-3955cf113028,029e1bae-3703-4c27-a8d4-0452e0a10d9b,127.01903083927756,2.718441989858696,paypal,673.050573590629,17.34503390717159,completed,2024-08-27,False
5172e138-ff43-439f-b6c0-f95c0da4e057,274b20af-a077-451a-976a-07628fdca34c,971c64fc-a148-470f-a13b-8ad3c0f3f699,b31dc6f0-1538-4bbc-8bb1-899434cf7a90,98.92916998694804,1.8334051599730472,credit card,965.8822308339631,21.465445746911776,pending,2020-04-02,False
0a47bb08-1c8a-4ca0-a4d1-4caa69dc308a,f7543806-66c4-42d1-b899-bab1ca045371,32473913-db49-4819-bdae-5c795b90bd27,ed235d06-bdb0-4adf-b8e1-9f4648e61f3e,42.62151072848295,1.3260344473752823,cash,914.8509522268772,13.79157514457448,pending,2022-01-15,False
ff9ab3d3-9d89-4679-ad04-9b45d79f3762,e27226a8-94ee-4eba-a736-f0a83645bf02,e14a9512-affd-4538-8a7d-773469532caa,c70377dc-c652-4e92-b358-8520480cee3f,107.84522257993105,2.3408389606435955,cash,384.1947753761606,15.346758863253903,pending,2023-03-29,False
8f0f3581-fb0f-4b3a-99a3-1a44ec896674,855c4728-27bb-4227-8ce0-4604af713f79,6e73eb83-ea1d-4cbd-82dd-94f8a0ce4780,7f777b8e-2c9a-4baa-a772-3895841dc761,78.82341260897762,2.0656477054708877,cash,519.4620863955013,48.86581365125892,pending,2024-03-24,False
47c6a57c-0e33-4166-bb2a-7775294538a5,6de4a571-ffbe-4650-84d0-9e509ae38ea7,c7f02e44-240f-4a6d-adc0-1c8cd33af207,3f2a6c3e-4d4e-414c-8ab1-249256c9233d,80.93538715270816,2.272067616375064,paypal,436.582774550006,47.008979270298575,failed,2021-04-05,False
e2ba9d04-12bc-4f64-8ca4-3d234ec91afe,0e2daa7a-043c-4b58-8f3d-77f4add82de5,85843c66-b1d0-4851-9c2a-38797de7986a,e457543c-1f9b-42f1-aceb-8e703f4e9abd,187.8791880030905,2.6786018155052416,paypal,580.6745442557248,37.68609018299226,failed,2020-02-24,False
c8260ca3-c66e-46f7-acdb-d872ba0c9d8f,a111a8b9-9980-4b73-b4fb-051d862415cd,cb5f9675-895f-42c1-887e-f9a629f6018c,00569c40-d022-4313-a974-97f1acdbc42c,38.496678526529855,1.923413435421656,credit card,389.34829527043314,20.854886645750494,pending,2022-07-22,False
a134da7f-0ec0-44ca-9a86-44340f9d110b,a4d7fb23-7f84-4706-bbc2-00fc1e1c88cc,7ad7b322-e4c9-450e-b611-f7684591849c,19690424-ef4a-4140-931f-7d2257a2da56,177.99400607272585,2.4757435873296947,cash,497.14285247001976,21.67368571012915,pending,2022-11-08,False
803e24df-cc21-41ca-9acc-f36ff6119185,c1405f99-c760-4220-a37f-09c59ca0f37d,dd5a8b81-8a7b-485a-8b82-738cffe812cb,338e80d4-2230-4535-a11e-68bb060a00be,78.64555819542933,1.0861045776172005,cash,336.4441205422568,27.94625854300209,completed,2020-10-14,False
